manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
64,crust__ltre,ltre,crust,0,failed,True,1,1,2026-08-05T22:07:21.572987Z,2026-08-06T03:14:08.862595Z,,"[codeweaver] project=crust__ltre app_id=full-crust__ltre-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep0,1,True
64,crust__ltre,ltre,crust,1,failed,True,1,1,2026-08-05T22:37:03.605754Z,2026-08-05T23:36:57.071242Z,,"[codeweaver] project=crust__ltre app_id=full-crust__ltre-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=1 M0 iter=1 passed=True M1 iter=1 passed=False M1 iter=2 passed=False M1 iter=3 passed=False M1 iter=4 passed=False M1 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep1,1,True
64,crust__ltre,ltre,crust,2,completed,True,0,2,2026-08-06T03:38:31.457189Z,2026-08-06T03:50:24.158955Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep2,1,True
65,crust__math-library-in-c,math-library-in-c,crust,0,completed,True,0,1,2026-08-05T23:07:18.721688Z,2026-08-06T01:00:31.687909Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__math-library-in-c/rep0,1,True
65,crust__math-library-in-c,math-library-in-c,crust,1,completed,True,0,1,2026-08-05T23:23:35.011356Z,2026-08-06T01:10:38.952538Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__math-library-in-c/rep1,1,True
65,crust__math-library-in-c,math-library-in-c,crust,2,completed,True,0,1,2026-08-05T23:36:57.076994Z,2026-08-06T01:17:02.979316Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__math-library-in-c/rep2,1,True
66,crust__matrix_multiplication,matrix_multiplication,crust,0,failed,True,1,1,2026-08-06T01:00:31.699268Z,2026-08-06T02:46:14.795378Z,,"rust__matrix_multiplication app_id=full-crust__matrix_multiplication-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=False M11 iter=2 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep0,1,True
66,crust__matrix_multiplication,matrix_multiplication,crust,1,completed,True,0,1,2026-08-06T01:06:43.761943Z,2026-08-06T03:12:04.713767Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep1,1,True
66,crust__matrix_multiplication,matrix_multiplication,crust,2,completed,True,0,1,2026-08-06T01:10:38.960228Z,2026-08-06T01:54:04.709622Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep2,1,True
67,crust__mdb,mdb,crust,0,completed,True,0,1,2026-08-06T01:17:02.990170Z,2026-08-06T03:10:53.730900Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mdb/rep0,1,True
67,crust__mdb,mdb,crust,1,completed,True,0,1,2026-08-06T01:54:04.718749Z,2026-08-06T03:08:21.121495Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mdb/rep1,1,True
67,crust__mdb,mdb,crust,2,completed,True,0,2,2026-08-06T03:38:31.458958Z,2026-08-06T04:40:14.444582Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mdb/rep2,1,True
68,crust__megalania,megalania,crust,0,completed,True,0,2,2026-08-06T03:50:24.164111Z,2026-08-06T05:23:52.341247Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__megalania/rep0,1,True
68,crust__megalania,megalania,crust,1,completed,True,0,3,2026-08-06T05:43:02.186403Z,2026-08-06T07:07:36.501067Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__megalania/rep1,1,True
68,crust__megalania,megalania,crust,2,failed,True,1,3,2026-08-06T07:07:36.537949Z,2026-08-06T11:39:13.249282Z,,1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=False M18 iter=2 passed=False M18 iter=3 passed=False M18 iter=4 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True M24 iter=1 passed=True M25 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__megalania/rep2,1,True
69,crust__merkle-tree-c,merkle-tree-c,crust,0,completed,True,0,2,2026-08-06T11:39:13.289497Z,2026-08-06T13:31:03.301210Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__merkle-tree-c/rep0,1,True
69,crust__merkle-tree-c,merkle-tree-c,crust,1,completed,True,0,1,2026-08-06T13:31:03.334178Z,2026-08-06T14:36:50.185434Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__merkle-tree-c/rep1,1,True
69,crust__merkle-tree-c,merkle-tree-c,crust,2,completed,True,0,1,2026-08-06T14:36:50.188398Z,2026-08-06T15:51:45.479310Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__merkle-tree-c/rep2,1,True
70,crust__morton,morton,crust,0,failed,True,1,1,2026-08-06T15:51:45.483824Z,2026-08-06T16:22:17.875572Z,,"[codeweaver] project=crust__morton app_id=full-crust__morton-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep0,1,True
70,crust__morton,morton,crust,1,failed,True,1,1,2026-08-06T16:22:17.878131Z,2026-08-06T17:03:37.749743Z,,"[codeweaver] project=crust__morton app_id=full-crust__morton-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=4 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=False M4 iter=2 passed=False M4 iter=3 passed=False M4 iter=4 passed=False M4 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep1,1,True
70,crust__morton,morton,crust,2,failed,True,1,1,2026-08-06T17:03:37.752670Z,2026-08-06T17:34:46.398195Z,,"[codeweaver] project=crust__morton app_id=full-crust__morton-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep2,1,True
71,crust__murmurhash_c,murmurhash_c,crust,0,failed,True,1,1,2026-08-06T17:34:46.402813Z,2026-08-06T20:19:56.553555Z,,"full/crust__murmurhash_c/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=16 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__murmurhash_c/rep0,1,True
71,crust__murmurhash_c,murmurhash_c,crust,1,completed,True,0,1,2026-08-06T20:19:56.556300Z,2026-08-06T20:58:59.192045Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__murmurhash_c/rep1,1,True
71,crust__murmurhash_c,murmurhash_c,crust,2,completed,True,0,1,2026-08-06T20:58:59.194657Z,2026-08-06T21:28:54.911023Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__murmurhash_c/rep2,1,True
72,crust__mvptree,mvptree,crust,0,completed,True,0,1,2026-08-06T21:28:54.914521Z,2026-08-07T00:26:07.463438Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mvptree/rep0,1,True
72,crust__mvptree,mvptree,crust,1,completed,True,0,1,2026-08-07T00:26:07.466798Z,2026-08-07T02:28:20.114941Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mvptree/rep1,1,True
72,crust__mvptree,mvptree,crust,2,completed,True,0,1,2026-08-07T02:28:20.117492Z,2026-08-07T03:53:36.794917Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mvptree/rep2,1,True
73,crust__nandc,nandc,crust,0,completed,True,0,1,2026-08-05T18:43:32.075834Z,2026-08-05T19:45:44.345781Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__nandc/rep0,2,True
73,crust__nandc,nandc,crust,1,completed,True,0,1,2026-08-05T18:43:32.076407Z,2026-08-05T19:35:41.304787Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__nandc/rep1,2,True
73,crust__nandc,nandc,crust,2,completed,True,0,1,2026-08-05T18:43:32.078020Z,2026-08-05T19:29:28.398792Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__nandc/rep2,2,True
74,crust__phills_dht,phills_dht,crust,0,completed,True,0,1,2026-08-05T18:43:32.080487Z,2026-08-05T19:39:00.358838Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__phills_dht/rep0,2,True
74,crust__phills_dht,phills_dht,crust,1,completed,True,0,1,2026-08-05T18:43:32.080896Z,2026-08-05T19:51:01.906781Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__phills_dht/rep1,2,True
74,crust__phills_dht,phills_dht,crust,2,completed,True,0,1,2026-08-05T18:43:32.082890Z,2026-08-05T19:43:07.615341Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__phills_dht/rep2,2,True
75,crust__quadtree,quadtree,crust,0,completed,True,0,1,2026-08-05T18:43:32.087151Z,2026-08-05T21:10:41.566953Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep0,2,True
75,crust__quadtree,quadtree,crust,1,failed,True,1,1,2026-08-05T18:43:32.086947Z,2026-08-05T21:41:01.905186Z,,"line/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=False M6 iter=2 passed=False M6 iter=3 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=False M11 iter=2 passed=False M11 iter=3 passed=False M11 iter=4 passed=False M11 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep1,2,True
75,crust__quadtree,quadtree,crust,2,failed,True,1,1,2026-08-05T19:29:28.415455Z,2026-08-05T21:10:30.287532Z,,"project=crust__quadtree app_id=full-crust__quadtree-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=7 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=False M7 iter=2 passed=False M7 iter=3 passed=False M7 iter=4 passed=False M7 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep2,2,True
76,crust__razz_simulation,razz_simulation,crust,0,failed,True,1,1,2026-08-05T19:35:41.310940Z,2026-08-05T20:23:55.419264Z,,"[codeweaver] project=crust__razz_simulation app_id=full-crust__razz_simulation-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep0,2,True
76,crust__razz_simulation,razz_simulation,crust,1,failed,True,1,1,2026-08-05T19:39:00.363210Z,2026-08-05T20:27:51.591934Z,,"[codeweaver] project=crust__razz_simulation app_id=full-crust__razz_simulation-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep1,2,True
76,crust__razz_simulation,razz_simulation,crust,2,failed,True,1,1,2026-08-05T19:43:07.623590Z,2026-08-05T20:32:14.079431Z,,"[codeweaver] project=crust__razz_simulation app_id=full-crust__razz_simulation-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep2,2,True
77,crust__rbtree-lab,rbtree-lab,crust,0,completed,True,0,1,2026-08-05T19:45:44.349093Z,2026-08-05T21:01:25.338005Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rbtree-lab/rep0,2,True
77,crust__rbtree-lab,rbtree-lab,crust,1,completed,True,0,1,2026-08-05T19:51:01.910843Z,2026-08-05T21:07:12.979777Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rbtree-lab/rep1,2,True
77,crust__rbtree-lab,rbtree-lab,crust,2,completed,True,0,1,2026-08-05T20:23:55.423220Z,2026-08-05T21:43:43.438603Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rbtree-lab/rep2,2,True
78,crust__recordmanager,recordmanager,crust,0,completed,True,0,1,2026-08-05T20:27:51.595613Z,2026-08-05T23:13:04.822190Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__recordmanager/rep0,2,True
78,crust__recordmanager,recordmanager,crust,1,completed,True,0,1,2026-08-05T20:32:14.083484Z,2026-08-06T01:30:30.813516Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__recordmanager/rep1,2,True
78,crust__recordmanager,recordmanager,crust,2,completed,True,0,1,2026-08-05T21:01:25.342484Z,2026-08-06T00:43:44.646074Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__recordmanager/rep2,2,True
79,crust__rect_pack_h,rect_pack_h,crust,0,completed,True,0,1,2026-08-05T21:07:12.983822Z,2026-08-05T21:53:10.141579Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rect_pack_h/rep0,2,True
79,crust__rect_pack_h,rect_pack_h,crust,1,completed,True,0,1,2026-08-05T21:10:30.291331Z,2026-08-05T21:54:50.681652Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rect_pack_h/rep1,2,True
79,crust__rect_pack_h,rect_pack_h,crust,2,completed,True,0,1,2026-08-05T21:10:41.570707Z,2026-08-05T21:48:39.210418Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rect_pack_h/rep2,2,True
80,crust__remimu,remimu,crust,0,completed,True,0,1,2026-08-05T21:41:01.912323Z,2026-08-06T00:46:07.924307Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__remimu/rep0,2,True
80,crust__remimu,remimu,crust,1,completed,True,0,1,2026-08-05T21:43:43.443826Z,2026-08-06T01:27:58.515898Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__remimu/rep1,2,True
80,crust__remimu,remimu,crust,2,completed,True,0,1,2026-08-05T21:48:39.214763Z,2026-08-06T01:09:58.220430Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__remimu/rep2,2,True
81,crust__rhbloom,rhbloom,crust,0,failed,True,1,1,2026-08-05T21:53:10.147966Z,2026-08-05T22:34:24.295707Z,,"[codeweaver] project=crust__rhbloom app_id=full-crust__rhbloom-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep0,2,True
81,crust__rhbloom,rhbloom,crust,1,failed,True,1,1,2026-08-05T21:54:50.686760Z,2026-08-05T22:43:47.942213Z,,"[codeweaver] project=crust__rhbloom app_id=full-crust__rhbloom-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep1,2,True
81,crust__rhbloom,rhbloom,crust,2,failed,True,1,3,2026-08-06T05:43:02.186401Z,2026-08-06T05:51:25.518390Z,,"peline/burr.db [codeweaver] loaded state at startup: milestone_idx=7 history_len=17 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=7 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=False M3 iter=2 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=False M6 iter=2 passed=False M6 iter=3 passed=False M6 iter=4 passed=True M7 iter=1 passed=False M7 iter=2 passed=False M7 iter=3 passed=False M7 iter=4 passed=False M7 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep2,2,True
82,crust__roaring-bitmap,roaring-bitmap,crust,0,completed,True,0,1,2026-08-05T22:43:47.947606Z,2026-08-06T01:10:51.526903Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__roaring-bitmap/rep0,2,True
82,crust__roaring-bitmap,roaring-bitmap,crust,1,completed,True,0,1,2026-08-05T23:13:04.838638Z,2026-08-06T01:15:44.234472Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__roaring-bitmap/rep1,2,True
82,crust__roaring-bitmap,roaring-bitmap,crust,2,completed,True,0,1,2026-08-06T00:43:44.696194Z,2026-08-06T02:12:19.843430Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__roaring-bitmap/rep2,2,True
83,crust__rubiksolver,rubiksolver,crust,0,completed,True,0,1,2026-08-06T00:46:07.937706Z,2026-08-06T01:44:30.023768Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rubiksolver/rep0,2,True
83,crust__rubiksolver,rubiksolver,crust,1,failed,True,1,3,2026-08-06T05:51:25.523676Z,2026-08-06T11:31:20.685025Z,,"sol-comparison/runs-shard8/full/crust__rubiksolver/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=7 history_len=13 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=7 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=False M6 iter=2 passed=False M6 iter=3 passed=True M7 iter=1 passed=False M7 iter=2 passed=False M7 iter=3 passed=False M7 iter=4 passed=False M7 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rubiksolver/rep1,2,True
83,crust__rubiksolver,rubiksolver,crust,2,completed,True,0,1,2026-08-06T01:10:51.532791Z,2026-08-06T02:15:33.093004Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rubiksolver/rep2,2,True
84,crust__satc,satc,crust,0,failed,True,1,1,2026-08-06T01:15:44.247330Z,2026-08-06T03:20:04.504320Z,,"ver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=False M6 iter=2 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=False M9 iter=2 passed=True M10 iter=1 passed=True M11 iter=1 passed=False M11 iter=2 passed=False M11 iter=3 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep0,2,True
84,crust__satc,satc,crust,1,completed,True,0,1,2026-08-06T01:27:58.525936Z,2026-08-06T02:30:46.405244Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep1,2,True
84,crust__satc,satc,crust,2,failed,True,1,2,2026-08-06T11:31:20.794559Z,2026-08-06T11:54:31.455676Z,,"tc app_id=full-crust__satc-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=9 history_len=12 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=False M5 iter=2 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=False M10 iter=2 passed=True M11 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep2,2,True
85,crust__simple-config,simple-config,crust,0,completed,True,0,1,2026-08-06T01:44:30.036622Z,2026-08-06T03:15:37.978738Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-config/rep0,2,True
85,crust__simple-config,simple-config,crust,1,failed,True,1,2,2026-08-06T11:54:31.463623Z,2026-08-06T13:09:39.863708Z,,"-sol-comparison/runs-shard8/full/crust__simple-config/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=5 history_len=8 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=14 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-config/rep1,2,True
85,crust__simple-config,simple-config,crust,2,completed,True,0,2,2026-08-06T13:09:39.867826Z,2026-08-06T13:24:28.527142Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-config/rep2,2,True
86,crust__simple-sparsehash,simple-sparsehash,crust,0,completed,True,0,2,2026-08-06T13:24:28.533310Z,2026-08-06T14:41:32.490710Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-sparsehash/rep0,2,True
